Ward_code,Borough_code,Borough_name,Ward_name,candidate,party,party_long,number_votes,elected_flag,Number of councillors in ward
E05009401,E09000020,Kensington and Chelsea,Queen's Gate,"Moylan, Daniel M. G.*",CON,Conservative Party,1093,Yes,3
E05009401,E09000020,Kensington and Chelsea,Queen's Gate,"Palmer, Matthew R.",CON,Conservative Party,1017,Yes,3
E05009401,E09000020,Kensington and Chelsea,Queen's Gate,"Manasseh, Philippa J. Ms.",LD,Liberal Democrats,194,,3
E05009401,E09000020,Kensington and Chelsea,Queen's Gate,"Louvros, Annabelle Ms.",LAB,Labour Party,194,,3
E05009401,E09000020,Kensington and Chelsea,Queen's Gate,"Brown, Barry",LD,Liberal Democrats,175,,3
E05009401,E09000020,Kensington and Chelsea,Queen's Gate,"Engineer, Soonu",LAB,Labour Party,168,,3
E05009401,E09000020,Kensington and Chelsea,Queen's Gate,"Mingay, Bob",LAB,Labour Party,151,,3
E05009402,E09000020,Kensington and Chelsea,Redcliffe,"Nicholls, David",CON,Conservative Party,1195,Yes,3
E05009402,E09000020,Kensington and Chelsea,Redcliffe,"Rossi, Marie-Therese A. Ms.*",CON,Conservative Party,1173,Yes,3
E05009402,E09000020,Kensington and Chelsea,Redcliffe,"Williams, Charles A.*",CON,Conservative Party,1114,Yes,3
E05009402,E09000020,Kensington and Chelsea,Redcliffe,"Campbell, Anne M. Ms.",LAB,Labour Party,318,,3
E05009402,E09000020,Kensington and Chelsea,Redcliffe,"Pringle, Margaret Ms.",LAB,Labour Party,259,,3
E05009402,E09000020,Kensington and Chelsea,Redcliffe,"Nusseibeh, Saker",LAB,Labour Party,234,,3
E05009402,E09000020,Kensington and Chelsea,Redcliffe,"Morck, Virginia A. Ms.",LD,Liberal Democrats,192,,3
E05009402,E09000020,Kensington and Chelsea,Redcliffe,"Porter, Katerina Ms.",LD,Liberal Democrats,183,,3
E05009402,E09000020,Kensington and Chelsea,Redcliffe,"Polenceusz, Janus",UKIP,UK Independence Party (UKIP),168,,3
E05009403,E09000020,Kensington and Chelsea,Royal Hospital,"Campbell, Elizabeth J. Ms.*",CON,Conservative Party,1622,Yes,3
E05009403,E09000020,Kensington and Chelsea,Royal Hospital,"Will, Emma W. Ms.*",CON,Conservative Party,1564,Yes,3
E05009403,E09000020,Kensington and Chelsea,Royal Hospital,"Rinker, Andrew",CON,Conservative Party,1473,Yes,3
E05009403,E09000020,Kensington and Chelsea,Royal Hospital,"Chute, Richard D.",LAB,Labour Party,268,,3
E05009403,E09000020,Kensington and Chelsea,Royal Hospital,"Elnaghi, Marwan",LAB,Labour Party,236,,3
E05009403,E09000020,Kensington and Chelsea,Royal Hospital,"Pocock, Penny Ms.",LD,Liberal Democrats,185,,3
E05009403,E09000020,Kensington and Chelsea,Royal Hospital,"Hesketh, Ev Ms.",IND,Independent,164,,3
E05009403,E09000020,Kensington and Chelsea,Royal Hospital,"Herford, George O.",LD,Liberal Democrats,148,,3
E05009403,E09000020,Kensington and Chelsea,Royal Hospital,"Atkinson, Isabel G. Ms.",LAB,Labour Party,107,,3
E05009404,E09000020,Kensington and Chelsea,St. Helen's,"Allison, Eve Ms.",CON,Conservative Party,684,Yes,2
E05009404,E09000020,Kensington and Chelsea,St. Helen's,"Bakhtiar, Mohammed",LAB,Labour Party,683,Yes,2
E05009404,E09000020,Kensington and Chelsea,St. Helen's,"Wilkins, Nigel C.",LAB,Labour Party,640,,2
E05009404,E09000020,Kensington and Chelsea,St. Helen's,"Hargreaves, Ian L.",CON,Conservative Party,622,,2
E05009404,E09000020,Kensington and Chelsea,St. Helen's,"Tatton-Brown, Alexandra M. Ms.",LD,Liberal Democrats,158,,2
E05009404,E09000020,Kensington and Chelsea,St. Helen's,"Mayers, Patrick G.",LD,Liberal Democrats,100,,2
E05009405,E09000020,Kensington and Chelsea,Stanley,"Cockell, Merrick R.*",CON,Conservative Party,1352,Yes,3
E05009405,E09000020,Kensington and Chelsea,Stanley,"Pascall, William B.*",CON,Conservative Party,1292,Yes,3
E05009405,E09000020,Kensington and Chelsea,Stanley,"Warrick, Paul T. P.*",CON,Conservative Party,1284,Yes,3
E05009405,E09000020,Kensington and Chelsea,Stanley,"Barshall, Andrew M.",IND,Independent,486,,3
E05009405,E09000020,Kensington and Chelsea,Stanley,"Henderson, Ian B.",IND,Independent,479,,3
E05009405,E09000020,Kensington and Chelsea,Stanley,"Schumi, Heinz A.",IND,Independent,411,,3
E05009405,E09000020,Kensington and Chelsea,Stanley,"Francis, Luke R.",LAB,Labour Party,304,,3
E05009405,E09000020,Kensington and Chelsea,Stanley,"Warren, Gregory",LAB,Labour Party,285,,3
E05009405,E09000020,Kensington and Chelsea,Stanley,"Wheatley, Benjamin",LAB,Labour Party,259,,3
E05000400,E09000021,Kingston upon Thames,Alexandra,"Hudson, Richard*",CON,Conservative Party,1263,Yes,3
E05000400,E09000021,Kingston upon Thames,Alexandra,"George, Ian",CON,Conservative Party,1247,Yes,3
E05000400,E09000021,Kingston upon Thames,Alexandra,"Hayes, Chris",CON,Conservative Party,1188,Yes,3
E05000400,E09000021,Kingston upon Thames,Alexandra,"Kailasapillai, Haran",LD,Liberal Democrats,991,,3
E05000400,E09000021,Kingston upon Thames,Alexandra,"Houston, Neil",LD,Liberal Democrats,937,,3
E05000400,E09000021,Kingston upon Thames,Alexandra,"Townsend, Andy",LD,Liberal Democrats,893,,3
E05000400,E09000021,Kingston upon Thames,Alexandra,"Perham, Anthony",UKIP,UK Independence Party (UKIP),521,,3
E05000400,E09000021,Kingston upon Thames,Alexandra,"Corry, Marilyn F. Ms.",LAB,Labour Party,492,,3
E05000400,E09000021,Kingston upon Thames,Alexandra,"May, Paul R.",LAB,Labour Party,485,,3
E05000400,E09000021,Kingston upon Thames,Alexandra,"Jayasundera, Niranjan R. A.",LAB,Labour Party,441,,3
E05000400,E09000021,Kingston upon Thames,Alexandra,"Smith, Phil",GRE,Green Party,331,,3
E05000400,E09000021,Kingston upon Thames,Alexandra,"Foote, Kelvin B.",TUSC,Trade Unionist and Socialist Coalition,78,,3
E05000401,E09000021,Kingston upon Thames,Berrylands,"Abraham, Sushila Ms.*",LD,Liberal Democrats,1279,Yes,3
E05000401,E09000021,Kingston upon Thames,Berrylands,"Head, Mike",CON,Conservative Party,1273,Yes,3
E05000401,E09000021,Kingston upon Thames,Berrylands,"Johnson, Andy",CON,Conservative Party,1237,Yes,3
E05000401,E09000021,Kingston upon Thames,Berrylands,"Chesterman, Thomas",LD,Liberal Democrats,1194,,3
E05000401,E09000021,Kingston upon Thames,Berrylands,"Woods, Emma Ms.",CON,Conservative Party,1149,,3
E05000401,E09000021,Kingston upon Thames,Berrylands,"Steed, Bob*",LD,Liberal Democrats,1040,,3
E05000401,E09000021,Kingston upon Thames,Berrylands,"Lake, Martin",GRE,Green Party,426,,3
E05000401,E09000021,Kingston upon Thames,Berrylands,"Flux, Toby",LAB,Labour Party,425,,3
E05000401,E09000021,Kingston upon Thames,Berrylands,"Green, Lawrence R.",LAB,Labour Party,424,,3
E05000401,E09000021,Kingston upon Thames,Berrylands,"Scargill, Paul J.",UKIP,UK Independence Party (UKIP),384,,3
E05000401,E09000021,Kingston upon Thames,Berrylands,"Rasool, Amina Ms.",LAB,Labour Party,344,,3
E05000401,E09000021,Kingston upon Thames,Berrylands,"Savastio, Italo M.",TUSC,Trade Unionist and Socialist Coalition,60,,3
E05000402,E09000021,Kingston upon Thames,Beverley,"Paton, Terry*",CON,Conservative Party,1333,Yes,3
E05000402,E09000021,Kingston upon Thames,Beverley,"Bedforth, Paul A.",CON,Conservative Party,1311,Yes,3
E05000402,E09000021,Kingston upon Thames,Beverley,"Pandya, Raju",CON,Conservative Party,1046,Yes,3
E05000402,E09000021,Kingston upon Thames,Beverley,"Heap, Lesley A. Ms.",LD,Liberal Democrats,880,,3
E05000402,E09000021,Kingston upon Thames,Beverley,"Freedman, Marian",LAB,Labour Party,838,,3
E05000402,E09000021,Kingston upon Thames,Beverley,"James, Simon A.*",LD,Liberal Democrats,778,,3
E05000402,E09000021,Kingston upon Thames,Beverley,"Heap, Trevor J. T.*",LD,Liberal Democrats,777,,3
E05000402,E09000021,Kingston upon Thames,Beverley,"Meerabeau, Liz Ms.",LAB,Labour Party,714,,3
E05000402,E09000021,Kingston upon Thames,Beverley,"Priest, Chris",LAB,Labour Party,645,,3
E05000402,E09000021,Kingston upon Thames,Beverley,"Walker, Chris",GRE,Green Party,552,,3
E05000402,E09000021,Kingston upon Thames,Beverley,"Collis, Linda M. Ms.",UKIP,UK Independence Party (UKIP),461,,3
E05000403,E09000021,Kingston upon Thames,Canbury,"Craig, Andrea Ms.*",CON,Conservative Party,1419,Yes,3
E05000403,E09000021,Kingston upon Thames,Canbury,"Austin, Geoff*",CON,Conservative Party,1360,Yes,3
E05000403,E09000021,Kingston upon Thames,Canbury,"Glasspool, David",CON,Conservative Party,1241,Yes,3
E05000403,E09000021,Kingston upon Thames,Canbury,"Coley, Ryan",GRE,Green Party,891,,3
E05000403,E09000021,Kingston upon Thames,Canbury,"Moll, Rebekah J. Ms.",LD,Liberal Democrats,877,,3
E05000403,E09000021,Kingston upon Thames,Canbury,"Redman, Charlie",GRE,Green Party,839,,3
E05000403,E09000021,Kingston upon Thames,Canbury,"Falchikov, Dan",LD,Liberal Democrats,833,,3
E05000403,E09000021,Kingston upon Thames,Canbury,"King, Andrew",LD,Liberal Democrats,809,,3
E05000403,E09000021,Kingston upon Thames,Canbury,"Cottrell, Tony",LAB,Labour Party,606,,3
E05000403,E09000021,Kingston upon Thames,Canbury,"Shabbeer, Tariq",GRE,Green Party,580,,3
E05000403,E09000021,Kingston upon Thames,Canbury,"Startup, Colin H.",LAB,Labour Party,477,,3
E05000403,E09000021,Kingston upon Thames,Canbury,"Tailor, Nisha R.",LAB,Labour Party,431,,3
E05000403,E09000021,Kingston upon Thames,Canbury,"Anderson, John",UKIP,UK Independence Party (UKIP),391,,3
E05000403,E09000021,Kingston upon Thames,Canbury,"Dennen, Timothy S.*",IND,Independent,188,,3
E05000404,E09000021,Kingston upon Thames,Chessington North and Hook,"Thompson, Margaret A. Ms.*",LD,Liberal Democrats,1080,Yes,3
E05000404,E09000021,Kingston upon Thames,Chessington North and Hook,"Day, Andrew*",CON,Conservative Party,988,Yes,3
E05000404,E09000021,Kingston upon Thames,Chessington North and Hook,"Chase, Clive",LD,Liberal Democrats,975,Yes,3
E05000404,E09000021,Kingston upon Thames,Chessington North and Hook,"Wykes, Emma-Louise D. Ms.",LD,Liberal Democrats,893,,3
E05000404,E09000021,Kingston upon Thames,Chessington North and Hook,"Gibson, Mike",CON,Conservative Party,811,,3
E05000404,E09000021,Kingston upon Thames,Chessington North and Hook,"Harrall, Lizzy Ms.",CON,Conservative Party,767,,3
E05000404,E09000021,Kingston upon Thames,Chessington North and Hook,"Bellamy, Vic",UKIP,UK Independence Party (UKIP),718,,3
E05000404,E09000021,Kingston upon Thames,Chessington North and Hook,"Kearney, Steve",LAB,Labour Party,416,,3
E05000404,E09000021,Kingston upon Thames,Chessington North and Hook,"Freedman, Max",LAB,Labour Party,358,,3
E05000404,E09000021,Kingston upon Thames,Chessington North and Hook,"Jakeman, Simon",GRE,Green Party,344,,3
E05000404,E09000021,Kingston upon Thames,Chessington North and Hook,"Stuart, Amanda R.",LAB,Labour Party,321,,3
E05000405,E09000021,Kingston upon Thames,Chessington South,"Bamford, Patricia Ms.*",LD,Liberal Democrats,1131,Yes,3
E05000405,E09000021,Kingston upon Thames,Chessington South,"Reid, Rachel E. Ms.*",LD,Liberal Democrats,1024,Yes,3
E05000405,E09000021,Kingston upon Thames,Chessington South,"Mirza, Shiraz*",LD,Liberal Democrats,1005,Yes,3
E05000405,E09000021,Kingston upon Thames,Chessington South,"Boxall, Ryan",CON,Conservative Party,810,,3
E05000405,E09000021,Kingston upon Thames,Chessington South,"Healy, Gina R. Ms.",UKIP,UK Independence Party (UKIP),750,,3
E05000405,E09000021,Kingston upon Thames,Chessington South,"Cottle, Coral",UKIP,UK Independence Party (UKIP),742,,3
E05000405,E09000021,Kingston upon Thames,Chessington South,"Akintoye, Michelle O. Ms.",CON,Conservative Party,717,,3
E05000405,E09000021,Kingston upon Thames,Chessington South,"Symes, Tania Ms.",CON,Conservative Party,715,,3
E05000405,E09000021,Kingston upon Thames,Chessington South,"Griffin, David M.",LAB,Labour Party,376,,3
E05000405,E09000021,Kingston upon Thames,Chessington South,"Dodwell, John",LAB,Labour Party,358,,3
E05000405,E09000021,Kingston upon Thames,Chessington South,"Murray, Anthony M.",LAB,Labour Party,326,,3
E05000405,E09000021,Kingston upon Thames,Chessington South,"Desbruslais, Louis E.",TUSC,Trade Unionist and Socialist Coalition,125,,3
E05000406,E09000021,Kingston upon Thames,Coombe Hill,"Bass, Rowena Ms.",CON,Conservative Party,1537,Yes,3
E05000406,E09000021,Kingston upon Thames,Coombe Hill,"Humphrey, Eric D.*",CON,Conservative Party,1458,Yes,3
E05000406,E09000021,Kingston upon Thames,Coombe Hill,"Wallooppillai, Gaj*",CON,Conservative Party,1349,Yes,3
E05000406,E09000021,Kingston upon Thames,Coombe Hill,"Richardson, Sally Ms.",LAB,Labour Party,457,,3
E05000406,E09000021,Kingston upon Thames,Coombe Hill,"Naylor, Edward W. J.",LAB,Labour Party,453,,3
E05000406,E09000021,Kingston upon Thames,Coombe Hill,"Grender, Iris Ms.",LD,Liberal Democrats,406,,3
E05000406,E09000021,Kingston upon Thames,Coombe Hill,"Price, Roger J.",LAB,Labour Party,388,,3
E05000406,E09000021,Kingston upon Thames,Coombe Hill,"Vidler, Jean Ms.",GRE,Green Party,344,,3
E05000406,E09000021,Kingston upon Thames,Coombe Hill,"Waddleton, John M.",LD,Liberal Democrats,332,,3
E05000406,E09000021,Kingston upon Thames,Coombe Hill,"Oates, Jonathan",LD,Liberal Democrats,314,,3
E05000406,E09000021,Kingston upon Thames,Coombe Hill,"Collis, Tina Ms.",UKIP,UK Independence Party (UKIP),313,,3
E05000407,E09000021,Kingston upon Thames,Coombe Vale,"Pickering, Julie Ms.*",CON,Conservative Party,1689,Yes,3
E05000407,E09000021,Kingston upon Thames,Coombe Vale,"Arora, Roy",CON,Conservative Party,1629,Yes,3
E05000407,E09000021,Kingston upon Thames,Coombe Vale,"Roberts, Cathy Ms.",CON,Conservative Party,1625,Yes,3
E05000407,E09000021,Kingston upon Thames,Coombe Vale,"Haines, Julie A. Ms.",LD,Liberal Democrats,671,,3
E05000407,E09000021,Kingston upon Thames,Coombe Vale,"Parker, Ian A.",LAB,Labour Party,605,,3
E05000407,E09000021,Kingston upon Thames,Coombe Vale,"Pallen, Sushil K.",LAB,Labour Party,531,,3
E05000407,E09000021,Kingston upon Thames,Coombe Vale,"Herlinger, Peter M.",LD,Liberal Democrats,482,,3
E05000407,E09000021,Kingston upon Thames,Coombe Vale,"Parnell, Geoff",LAB,Labour Party,480,,3
E05000407,E09000021,Kingston upon Thames,Coombe Vale,"Thompson, Phil",LD,Liberal Democrats,442,,3
E05000407,E09000021,Kingston upon Thames,Coombe Vale,"Owen, Janet A. Ms.",UKIP,UK Independence Party (UKIP),350,,3
E05000407,E09000021,Kingston upon Thames,Coombe Vale,"Periklis, Mariana Ms.",GRE,Green Party,334,,3
E05000407,E09000021,Kingston upon Thames,Coombe Vale,"Ghobadi, Mona Ms.",GRE,Green Party,323,,3
E05000407,E09000021,Kingston upon Thames,Coombe Vale,"Periklis, Michael",GRE,Green Party,317,,3
E05000408,E09000021,Kingston upon Thames,Grove,"Hitchcock, Chrissie Ms.*",LD,Liberal Democrats,1041,Yes,3
E05000408,E09000021,Kingston upon Thames,Grove,"Brister, Stephen",LD,Liberal Democrats,990,Yes,3
E05000408,E09000021,Kingston upon Thames,Grove,"Doyle, Phil",CON,Conservative Party,960,Yes,3
E05000408,E09000021,Kingston upon Thames,Grove,"Amer, Adrian",CON,Conservative Party,958,,3
E05000408,E09000021,Kingston upon Thames,Grove,"Ward, Alex",CON,Conservative Party,906,,3
E05000408,E09000021,Kingston upon Thames,Grove,"Bajwa, Shoaib",LD,Liberal Democrats,888,,3
E05000408,E09000021,Kingston upon Thames,Grove,"Kind, Tessa Ms.",LAB,Labour Party,699,,3
E05000408,E09000021,Kingston upon Thames,Grove,"Mama, Steve",LAB,Labour Party,577,,3
E05000408,E09000021,Kingston upon Thames,Grove,"Roland, Peter",LAB,Labour Party,497,,3
E05000408,E09000021,Kingston upon Thames,Grove,"Hood, Alison Ms.",GRE,Green Party,404,,3
E05000408,E09000021,Kingston upon Thames,Grove,"Cobbett, Tim",GRE,Green Party,384,,3
E05000408,E09000021,Kingston upon Thames,Grove,"Walker, Tim",GRE,Green Party,366,,3
E05000409,E09000021,Kingston upon Thames,Norbiton,"Cottington, Linsey Ms.",LAB,Labour Party,1013,Yes,3
E05000409,E09000021,Kingston upon Thames,Norbiton,"Griffin, Sheila Ms.",LAB,Labour Party,988,Yes,3
E05000409,E09000021,Kingston upon Thames,Norbiton,"Brisbane, Bill",LD,Liberal Democrats,847,Yes,3
E05000409,E09000021,Kingston upon Thames,Norbiton,"South, Laurie",LAB,Labour Party,844,,3
E05000409,E09000021,Kingston upon Thames,Norbiton,"Shelton, Penny Ms.*",LD,Liberal Democrats,796,,3
E05000409,E09000021,Kingston upon Thames,Norbiton,"Ryder-Mills, David R.*",LD,Liberal Democrats,741,,3
E05000409,E09000021,Kingston upon Thames,Norbiton,"Morris, Holly Ms.",CON,Conservative Party,493,,3
E05000409,E09000021,Kingston upon Thames,Norbiton,"Davis, Jemima L. K. Ms.",CON,Conservative Party,444,,3
E05000409,E09000021,Kingston upon Thames,Norbiton,"Hudson, Susan Ms.",CON,Conservative Party,441,,3
E05000409,E09000021,Kingston upon Thames,Norbiton,"Hall, Martin",GRE,Green Party,363,,3
E05000409,E09000021,Kingston upon Thames,Norbiton,"Withers, Pete",UKIP,UK Independence Party (UKIP),339,,3
E05000409,E09000021,Kingston upon Thames,Norbiton,"Evans, Ellie Ms.",TUSC,Trade Unionist and Socialist Coalition,83,,3
E05000410,E09000021,Kingston upon Thames,Old Malden,"Fraser, David*",CON,Conservative Party,1461,Yes,3
E05000410,E09000021,Kingston upon Thames,Old Malden,"Clark, Mary J. Ms.",CON,Conservative Party,1348,Yes,3
E05000410,E09000021,Kingston upon Thames,Old Malden,"Davis, Kevin J.",CON,Conservative Party,1233,Yes,3
E05000410,E09000021,Kingston upon Thames,Old Malden,"Bamford, David S. J.",LD,Liberal Democrats,682,,3
E05000410,E09000021,Kingston upon Thames,Old Malden,"Kim, Mi S.",LD,Liberal Democrats,610,,3
E05000410,E09000021,Kingston upon Thames,Old Malden,"Thompson, Richard C.",LD,Liberal Democrats,575,,3
E05000410,E09000021,Kingston upon Thames,Old Malden,"Collis, Nicholas",UKIP,UK Independence Party (UKIP),573,,3
E05000410,E09000021,Kingston upon Thames,Old Malden,"Bennett, Bill",LAB,Labour Party,480,,3
E05000410,E09000021,Kingston upon Thames,Old Malden,"Kellett, Ian",LAB,Labour Party,433,,3
E05000410,E09000021,Kingston upon Thames,Old Malden,"Pearson, George E.",LAB,Labour Party,425,,3
E05000410,E09000021,Kingston upon Thames,Old Malden,"Howard, Lucy Ms.",GRE,Green Party,328,,3
E05000411,E09000021,Kingston upon Thames,St. James,"Jones, Howard",CON,Conservative Party,1250,Yes,3
E05000411,E09000021,Kingston upon Thames,St. James,"Smith, Ken",CON,Conservative Party,1188,Yes,3
E05000411,E09000021,Kingston upon Thames,St. James,"Patel, Priyen",CON,Conservative Party,1082,Yes,3
E05000411,E09000021,Kingston upon Thames,St. James,"Ha, Jason",LD,Liberal Democrats,729,,3
E05000411,E09000021,Kingston upon Thames,St. James,"Medina, Montse",LD,Liberal Democrats,719,,3
E05000411,E09000021,Kingston upon Thames,St. James,"Wookey, Annette Ms.",LD,Liberal Democrats,696,,3
E05000411,E09000021,Kingston upon Thames,St. James,"Jones, Gerry",LAB,Labour Party,598,,3
E05000411,E09000021,Kingston upon Thames,St. James,"Masters, Mary Ms.",LAB,Labour Party,494,,3
E05000411,E09000021,Kingston upon Thames,St. James,"Masters, Eric L.",LAB,Labour Party,485,,3
E05000411,E09000021,Kingston upon Thames,St. James,"Holligan, Linda W. Ms.",UKIP,UK Independence Party (UKIP),386,,3
E05000411,E09000021,Kingston upon Thames,St. James,"Watson, Bona",UKIP,UK Independence Party (UKIP),361,,3
E05000411,E09000021,Kingston upon Thames,St. James,"Senger, Richard M.",GRE,Green Party,212,,3
E05000411,E09000021,Kingston upon Thames,St. James,"Child, David",BNP,British National Party,100,,3
E05000411,E09000021,Kingston upon Thames,St. James,"Couchman, Paul D.",TUSC,Trade Unionist and Socialist Coalition,34,,3
E05000412,E09000021,Kingston upon Thames,St. Mark's,"Green, Elizabeth S.",LD,Liberal Democrats,1239,Yes,3
E05000412,E09000021,Kingston upon Thames,St. Mark's,"White, Diane",LD,Liberal Democrats,1170,Yes,3
E05000412,E09000021,Kingston upon Thames,St. Mark's,"Yoganathan, Yogan",LD,Liberal Democrats,1111,Yes,3
E05000412,E09000021,Kingston upon Thames,St. Mark's,"Cheetham, Jack",CON,Conservative Party,1071,,3
E05000412,E09000021,Kingston upon Thames,St. Mark's,"Johnson-Paul, Nathan",CON,Conservative Party,1038,,3
E05000412,E09000021,Kingston upon Thames,St. Mark's,"Shah, Pratik",CON,Conservative Party,968,,3
E05000412,E09000021,Kingston upon Thames,St. Mark's,"Coombs, Sandra L. Ms.",LAB,Labour Party,423,,3
