Ward_code,Borough_code,Borough_name,Ward_name,candidate,party,party_long,number_votes,elected_flag,Number of councillors in ward
E05000367,E09000019,Islington,Bunhill,"Hickey, Ben",GRE,Green Party,425,,3
E05000367,E09000019,Islington,Bunhill,"Trotter, Joseph R.",LD,Liberal Democrats,352,,3
E05000367,E09000019,Islington,Bunhill,"Hall, Adrian C. R.",LD,Liberal Democrats,321,,3
E05000367,E09000019,Islington,Bunhill,"Wright, Kelly A. Ms.",LD,Liberal Democrats,308,,3
E05000368,E09000019,Islington,Caledonian,"Convery, Paul*",LAB,Labour Party,2372,Yes,3
E05000368,E09000019,Islington,Caledonian,"Perry, Rupert*",LAB,Labour Party,1954,Yes,3
E05000368,E09000019,Islington,Caledonian,"O'Halloran, Una Ms.",LAB,Labour Party,1907,Yes,3
E05000368,E09000019,Islington,Caledonian,"Gordon, Alex",GRE,Green Party,670,,3
E05000368,E09000019,Islington,Caledonian,"Marks, Sarah Ms.",GRE,Green Party,585,,3
E05000368,E09000019,Islington,Caledonian,"Cottis, Stuart",CON,Conservative Party,492,,3
E05000368,E09000019,Islington,Caledonian,"Muminova, Ozoda Ms.",GRE,Green Party,441,,3
E05000368,E09000019,Islington,Caledonian,"Webster, Duncan",CON,Conservative Party,433,,3
E05000368,E09000019,Islington,Caledonian,"Pinder, Richard J.",CON,Conservative Party,417,,3
E05000368,E09000019,Islington,Caledonian,"Costide, Iolanda Ms.",LD,Liberal Democrats,382,,3
E05000368,E09000019,Islington,Caledonian,"Johnson, Tim",LD,Liberal Democrats,320,,3
E05000368,E09000019,Islington,Caledonian,"Ridzuan-Allen, Hannah Ms.",LD,Liberal Democrats,252,,3
E05000369,E09000019,Islington,Canonbury,"Diner, Alexander",LAB,Labour Party,1569,Yes,3
E05000369,E09000019,Islington,Canonbury,"Jeapes, Clare Ms.",LAB,Labour Party,1556,Yes,3
E05000369,E09000019,Islington,Canonbury,"Wayne, Nicholas",LAB,Labour Party,1413,Yes,3
E05000369,E09000019,Islington,Canonbury,"Cox, Alex",LD,Liberal Democrats,805,,3
E05000369,E09000019,Islington,Canonbury,"Smith, Barbara G. Ms.",LD,Liberal Democrats,716,,3
E05000369,E09000019,Islington,Canonbury,"Magudia, Mihir",LD,Liberal Democrats,613,,3
E05000369,E09000019,Islington,Canonbury,"Kalar, Amo",CON,Conservative Party,467,,3
E05000369,E09000019,Islington,Canonbury,"Geissendorfer, Lilli Ms.",GRE,Green Party,464,,3
E05000369,E09000019,Islington,Canonbury,"Turner, Georgina Ms.",GRE,Green Party,464,,3
E05000369,E09000019,Islington,Canonbury,"Watts, Nigel W. R.",CON,Conservative Party,441,,3
E05000369,E09000019,Islington,Canonbury,"Toms Hrnciarova, Jana Ms.",CON,Conservative Party,418,,3
E05000369,E09000019,Islington,Canonbury,"Halvorsen, Richard",GRE,Green Party,391,,3
E05000370,E09000019,Islington,Clerkenwell,"Andrews, Raphael*",LAB,Labour Party,1553,Yes,3
E05000370,E09000019,Islington,Clerkenwell,"Donovan, Alice Ms.",LAB,Labour Party,1395,Yes,3
E05000370,E09000019,Islington,Clerkenwell,"Court, James",LAB,Labour Party,1385,Yes,3
E05000370,E09000019,Islington,Clerkenwell,"Chowdhury, Tahmid R.",LD,Liberal Democrats,690,,3
E05000370,E09000019,Islington,Clerkenwell,"Williamson, James R.",LD,Liberal Democrats,680,,3
E05000370,E09000019,Islington,Clerkenwell,"Darwazeh, Rachel Ms.",GRE,Green Party,599,,3
E05000370,E09000019,Islington,Clerkenwell,"Muhammed, Alan S.",LD,Liberal Democrats,561,,3
E05000370,E09000019,Islington,Clerkenwell,"Tucker, Pauline P. M. Ms.",CON,Conservative Party,559,,3
E05000370,E09000019,Islington,Clerkenwell,"Lim, Mark",CON,Conservative Party,485,,3
E05000370,E09000019,Islington,Clerkenwell,"Humphreys, James",GRE,Green Party,455,,3
E05000370,E09000019,Islington,Clerkenwell,"Thomson, Angela J. Ms.",GRE,Green Party,394,,3
E05000371,E09000019,Islington,Finsbury Park,"Heather, Gary",LAB,Labour Party,2648,Yes,3
E05000371,E09000019,Islington,Finsbury Park,"O'Sullivan, Mick*",LAB,Labour Party,2481,Yes,3
E05000371,E09000019,Islington,Finsbury Park,"Shaikh, Asima Ms.",LAB,Labour Party,2408,Yes,3
E05000371,E09000019,Islington,Finsbury Park,"Baird, Nicola Ms.",GRE,Green Party,948,,3
E05000371,E09000019,Islington,Finsbury Park,"Latimer, Robin",GRE,Green Party,781,,3
E05000371,E09000019,Islington,Finsbury Park,"Boait, Fran Ms.",GRE,Green Party,771,,3
E05000371,E09000019,Islington,Finsbury Park,"Habermann, Anna R. M. Ms.",LD,Liberal Democrats,400,,3
E05000371,E09000019,Islington,Finsbury Park,"Fletcher, Jack M.",LD,Liberal Democrats,360,,3
E05000371,E09000019,Islington,Finsbury Park,"Richmond, Hatty Ms.",LD,Liberal Democrats,318,,3
E05000372,E09000019,Islington,Highbury East,"Gantly, Osh",LAB,Labour Party,1514,Yes,3
E05000372,E09000019,Islington,Highbury East,"Erdogan, Aysegul Ms.",LAB,Labour Party,1430,Yes,3
E05000372,E09000019,Islington,Highbury East,"Russell, Caroline Ms.",GRE,Green Party,1214,Yes,3
E05000372,E09000019,Islington,Highbury East,"Kalaam, Muhammad",LAB,Labour Party,1206,,3
E05000372,E09000019,Islington,Highbury East,"Horten, Julie Ms.*",LD,Liberal Democrats,1204,,3
E05000372,E09000019,Islington,Highbury East,"Stacy, Terry*",LD,Liberal Democrats,1185,,3
E05000372,E09000019,Islington,Highbury East,"Gilbert, John*",LD,Liberal Democrats,1138,,3
E05000372,E09000019,Islington,Highbury East,"Kiss, Charlie",GRE,Green Party,867,,3
E05000372,E09000019,Islington,Highbury East,"Rustin, Susanna Ms.",GRE,Green Party,721,,3
E05000372,E09000019,Islington,Highbury East,"Coleman, Connor A.",CON,Conservative Party,411,,3
E05000372,E09000019,Islington,Highbury East,"Williams, Christopher J. H.",CON,Conservative Party,375,,3
E05000372,E09000019,Islington,Highbury East,"Clough, Greg",UKIP,UK Independence Party (UKIP),247,,3
E05000373,E09000019,Islington,Highbury West,"Debono, Theresa Ms.*",LAB,Labour Party,2680,Yes,3
E05000373,E09000019,Islington,Highbury West,"Greening, Richard*",LAB,Labour Party,2549,Yes,3
E05000373,E09000019,Islington,Highbury West,"Hull, Andy*",LAB,Labour Party,2336,Yes,3
E05000373,E09000019,Islington,Highbury West,"Sharpe, Rosalind Ms.",GRE,Green Party,1074,,3
E05000373,E09000019,Islington,Highbury West,"Jegorovas, Ernestas",GRE,Green Party,1046,,3
E05000373,E09000019,Islington,Highbury West,"Myer, Andrew",GRE,Green Party,1011,,3
E05000373,E09000019,Islington,Highbury West,"Burghart, Alex",CON,Conservative Party,569,,3
E05000373,E09000019,Islington,Highbury West,"Rooke, James",CON,Conservative Party,553,,3
E05000373,E09000019,Islington,Highbury West,"Philip, Simon",CON,Conservative Party,551,,3
E05000373,E09000019,Islington,Highbury West,"Cooke, Ed",LD,Liberal Democrats,439,,3
E05000373,E09000019,Islington,Highbury West,"Middleton, Philip D.",LD,Liberal Democrats,354,,3
E05000373,E09000019,Islington,Highbury West,"Mann, Gabby Ms.",LD,Liberal Democrats,345,,3
E05000374,E09000019,Islington,Hillrise,"Spall, Marian Ms.*",LAB,Labour Party,2065,Yes,3
E05000374,E09000019,Islington,Hillrise,"Ngongo, Michelline Ms.",LAB,Labour Party,1930,Yes,3
E05000374,E09000019,Islington,Hillrise,"Poyser, Dave",LAB,Labour Party,1925,Yes,3
E05000374,E09000019,Islington,Hillrise,"Constantinou, Lorraine Ms.*",LD,Liberal Democrats,959,,3
E05000374,E09000019,Islington,Hillrise,"Quilliam, Carl",LD,Liberal Democrats,856,,3
E05000374,E09000019,Islington,Hillrise,"Kaufman, Victor",LD,Liberal Democrats,761,,3
E05000374,E09000019,Islington,Hillrise,"Forbes, Jayne Ms.",GRE,Green Party,727,,3
E05000374,E09000019,Islington,Hillrise,"Adshead, Mary Ms.",GRE,Green Party,711,,3
E05000374,E09000019,Islington,Hillrise,"Rendall, Alex",GRE,Green Party,530,,3
E05000375,E09000019,Islington,Holloway,"Smith, Paul*",LAB,Labour Party,2470,Yes,3
E05000375,E09000019,Islington,Holloway,"Ismail, Rakhia Ms.*",LAB,Labour Party,2266,Yes,3
E05000375,E09000019,Islington,Holloway,"Ward, Diarmaid",LAB,Labour Party,2222,Yes,3
E05000375,E09000019,Islington,Holloway,"Chan, Jenni Ms.",GRE,Green Party,995,,3
E05000375,E09000019,Islington,Holloway,"Poyner, Claire Ms.",GRE,Green Party,905,,3
E05000375,E09000019,Islington,Holloway,"Whitehead, Ciaran",GRE,Green Party,837,,3
E05000375,E09000019,Islington,Holloway,"Smith, Paul M.",LD,Liberal Democrats,462,,3
E05000375,E09000019,Islington,Holloway,"Dunn, Margot J. Ms.",LD,Liberal Democrats,564,,3
E05000375,E09000019,Islington,Holloway,"Kelly, David J.",LD,Liberal Democrats,519,,3
E05000376,E09000019,Islington,Junction,"Burgess, Janet Ms.*",LAB,Labour Party,2228,Yes,3
E05000376,E09000019,Islington,Junction,"Makarau Schwartz, Kaya Ms.",LAB,Labour Party,1938,Yes,3
E05000376,E09000019,Islington,Junction,"Nicholls, Tim",LAB,Labour Party,1779,Yes,3
E05000376,E09000019,Islington,Junction,"Renwick, Jill Ms.",GRE,Green Party,720,,3
E05000376,E09000019,Islington,Junction,"Holloway, Mick",GRE,Green Party,717,,3
E05000376,E09000019,Islington,Junction,"Hudson, Daniel",GRE,Green Party,621,,3
E05000376,E09000019,Islington,Junction,"Collins, Michael",CON,Conservative Party,361,,3
E05000376,E09000019,Islington,Junction,"Kasprzyk, Stefan A.",LD,Liberal Democrats,333,,3
E05000376,E09000019,Islington,Junction,"Bhalla, Riddhi",CON,Conservative Party,320,,3
E05000376,E09000019,Islington,Junction,"Waghorn, Oliver P. J.",CON,Conservative Party,314,,3
E05000376,E09000019,Islington,Junction,"Gamba, Giorgia Ms.",LD,Liberal Democrats,297,,3
E05000376,E09000019,Islington,Junction,"Savvides, Victoria Ms.",LD,Liberal Democrats,245,,3
E05000376,E09000019,Islington,Junction,"Martin, Bill",SP,The Socialist (GB),90,,3
E05000377,E09000019,Islington,Mildmay,"Caluori, Joe*",LAB,Labour Party,2041,Yes,3
E05000377,E09000019,Islington,Mildmay,"Kay, Jenny Ms.",LAB,Labour Party,2020,Yes,3
E05000377,E09000019,Islington,Mildmay,"Parker, Olly",LAB,Labour Party,1898,Yes,3
E05000377,E09000019,Islington,Mildmay,"Nott, Jon",GRE,Green Party,613,,3
E05000377,E09000019,Islington,Mildmay,"Powell, Malcolm",GRE,Green Party,575,,3
E05000377,E09000019,Islington,Mildmay,"Ross, Dudley",GRE,Green Party,570,,3
E05000377,E09000019,Islington,Mildmay,"Davies, Benjamin R.",CON,Conservative Party,366,,3
E05000377,E09000019,Islington,Mildmay,"Whittaker, Julie Ms.",LD,Liberal Democrats,354,,3
E05000377,E09000019,Islington,Mildmay,"Eldridge, Alexandra C. Ms.",CON,Conservative Party,343,,3
E05000377,E09000019,Islington,Mildmay,"Ozen, Turhan",LD,Liberal Democrats,279,,3
E05000377,E09000019,Islington,Mildmay,"Small, Angus",UKIP,UK Independence Party (UKIP),277,,3
E05000377,E09000019,Islington,Mildmay,"Moyes, Martin R. C.",CON,Conservative Party,265,,3
E05000377,E09000019,Islington,Mildmay,"Symes, Paul",LD,Liberal Democrats,255,,3
E05000377,E09000019,Islington,Mildmay,"Esen, Omer",TUSC,Trade Unionist and Socialist Coalition,159,,3
E05000378,E09000019,Islington,St. George's,"Fletcher, Kat Ms.*",LAB,Labour Party,2402,Yes,3
E05000378,E09000019,Islington,St. George's,"Gill, Satnam",LAB,Labour Party,2121,Yes,3
E05000378,E09000019,Islington,St. George's,"Ward, Nick",LAB,Labour Party,1975,Yes,3
E05000378,E09000019,Islington,St. George's,"Ismail, Tracy A. Ms.*",LD,Liberal Democrats,984,,3
E05000378,E09000019,Islington,St. George's,"Maby, Deborah Ms.",GRE,Green Party,814,,3
E05000378,E09000019,Islington,St. George's,"Gregory, Julian T.",LD,Liberal Democrats,743,,3
E05000378,E09000019,Islington,St. George's,"Wren, Bernadette Ms.",GRE,Green Party,721,,3
E05000378,E09000019,Islington,St. George's,"Thomas, Alice B. Ms.",LD,Liberal Democrats,719,,3
E05000378,E09000019,Islington,St. George's,"Hamdache, Benali",GRE,Green Party,683,,3
E05000379,E09000019,Islington,St. Mary's,"Picknell, Angela Ms.",LAB,Labour Party,1719,Yes,3
E05000379,E09000019,Islington,St. Mary's,"Poole, Gary*",LAB,Labour Party,1581,Yes,3
E05000379,E09000019,Islington,St. Mary's,"Turan, Nurullah",LAB,Labour Party,1460,Yes,3
E05000379,E09000019,Islington,St. Mary's,"Allen, Caroline Ms.",GRE,Green Party,729,,3
E05000379,E09000019,Islington,St. Mary's,"Duke, Thomas R. M.",CON,Conservative Party,559,,3
E05000379,E09000019,Islington,St. Mary's,"Joseph, Mags Ms.",CON,Conservative Party,554,,3
E05000379,E09000019,Islington,St. Mary's,"Lim, Victoria A. Ms.",CON,Conservative Party,528,,3
E05000379,E09000019,Islington,St. Mary's,"Leaman, Sydney",GRE,Green Party,498,,3
E05000379,E09000019,Islington,St. Mary's,"Williams, Adrian",GRE,Green Party,490,,3
E05000379,E09000019,Islington,St. Mary's,"Day, Rosie Ms.",LD,Liberal Democrats,433,,3
E05000379,E09000019,Islington,St. Mary's,"Heseltine, Richard M. H.",LD,Liberal Democrats,353,,3
E05000379,E09000019,Islington,St. Mary's,"Manners, Nick",LD,Liberal Democrats,289,,3
E05000380,E09000019,Islington,St. Peter's,"Klute, Martin*",LAB,Labour Party,1738,Yes,3
E05000380,E09000019,Islington,St. Peter's,"Doolan, Gary*",LAB,Labour Party,1721,Yes,3
E05000380,E09000019,Islington,St. Peter's,"Perry, Alice Ms.*",LAB,Labour Party,1650,Yes,3
E05000380,E09000019,Islington,St. Peter's,"Williams, Evan J.",CON,Conservative Party,724,,3
E05000380,E09000019,Islington,St. Peter's,"Hutchinson, Oriel S. Ms.",CON,Conservative Party,709,,3
E05000380,E09000019,Islington,St. Peter's,"Napier, Patricia J. Ms.",CON,Conservative Party,708,,3
E05000380,E09000019,Islington,St. Peter's,"Coffey, Michael",GRE,Green Party,674,,3
E05000380,E09000019,Islington,St. Peter's,"Pasteur, Veronica Ms.",GRE,Green Party,453,,3
E05000380,E09000019,Islington,St. Peter's,"Spurrier, Christian",GRE,Green Party,418,,3
E05000380,E09000019,Islington,St. Peter's,"Coventry, Barbara Ms.",LD,Liberal Democrats,414,,3
E05000380,E09000019,Islington,St. Peter's,"Malone, Anna Ms.",LD,Liberal Democrats,389,,3
E05000380,E09000019,Islington,St. Peter's,"Sant, David",LD,Liberal Democrats,320,,3
E05000381,E09000019,Islington,Tollington,"Watts, Richard*",LAB,Labour Party,2355,Yes,3
E05000381,E09000019,Islington,Tollington,"Williamson, Flora Ms.",LAB,Labour Party,2320,Yes,3
E05000381,E09000019,Islington,Tollington,"Kaseki, Jean R.*",LAB,Labour Party,2302,Yes,3
E05000381,E09000019,Islington,Tollington,"Boater, Ann Ms.",GRE,Green Party,1006,,3
E05000381,E09000019,Islington,Tollington,"Green, Rosie Ms.",GRE,Green Party,951,,3
E05000381,E09000019,Islington,Tollington,"Horne, Stephen",GRE,Green Party,752,,3
E05000381,E09000019,Islington,Tollington,"Polling, Ruth L. Ms.",LD,Liberal Democrats,400,,3
E05000381,E09000019,Islington,Tollington,"Allan, George E.",LD,Liberal Democrats,393,,3
E05000381,E09000019,Islington,Tollington,"Thorpe, David",LD,Liberal Democrats,313,,3
E05009388,E09000020,Kensington and Chelsea,Abingdon,"Borwick, Victoria L. P. Ms.*",CON,Conservative Party,1281,Yes,3
E05009388,E09000020,Kensington and Chelsea,Abingdon,"Gardner, Joanna M. Ms.*",CON,Conservative Party,1202,Yes,3
E05009388,E09000020,Kensington and Chelsea,Abingdon,"Husband, James A.*",CON,Conservative Party,1199,Yes,3
E05009388,E09000020,Kensington and Chelsea,Abingdon,"Corbett, Anne Ms.",LAB,Labour Party,260,,3
E05009388,E09000020,Kensington and Chelsea,Abingdon,"Alkaff, Tina Ms.",LAB,Labour Party,245,,3
E05009388,E09000020,Kensington and Chelsea,Abingdon,"Alcocer, Enrique J.",GRE,Green Party,236,,3
E05009388,E09000020,Kensington and Chelsea,Abingdon,"Stirling, William K.",LAB,Labour Party,199,,3
E05009388,E09000020,Kensington and Chelsea,Abingdon,"Good, Jeremy A.",LD,Liberal Democrats,181,,3
E05009388,E09000020,Kensington and Chelsea,Abingdon,"Owen, Jonathan R.",LD,Liberal Democrats,163,,3
E05009389,E09000020,Kensington and Chelsea,Brompton and Hans Town,"Coleridge, Timothy R.",CON,Conservative Party,1255,Yes,3
E05009389,E09000020,Kensington and Chelsea,Brompton and Hans Town,"Paget-Brown, Nicholas",CON,Conservative Party,1139,Yes,3
E05009389,E09000020,Kensington and Chelsea,Brompton and Hans Town,"Weale, Mary C. Ms.",CON,Conservative Party,1109,Yes,3
E05009389,E09000020,Kensington and Chelsea,Brompton and Hans Town,"Hall, Philip",LAB,Labour Party,230,,3
E05009389,E09000020,Kensington and Chelsea,Brompton and Hans Town,"Adlard, St J.",LAB,Labour Party,226,,3
E05009389,E09000020,Kensington and Chelsea,Brompton and Hans Town,"Saidoune, Sofiane S.",LAB,Labour Party,207,,3
E05009389,E09000020,Kensington and Chelsea,Brompton and Hans Town,"Denman, Moya",LD,Liberal Democrats,150,,3
E05009389,E09000020,Kensington and Chelsea,Brompton and Hans Town,"Smith, Iain A.",IND,Independent,147,,3
E05009390,E09000020,Kensington and Chelsea,Campden,"Ahern, Tim*",CON,Conservative Party,1367,Yes,3
E05009390,E09000020,Kensington and Chelsea,Campden,"Faulks, Catherine Ms.",CON,Conservative Party,1305,Yes,3
E05009390,E09000020,Kensington and Chelsea,Campden,"Freeman, Robert J.*",CON,Conservative Party,1261,Yes,3
E05009390,E09000020,Kensington and Chelsea,Campden,"Moran, Andrew",LAB,Labour Party,303,,3
E05009390,E09000020,Kensington and Chelsea,Campden,"Congreve, Priscilla A. Ms.",LD,Liberal Democrats,281,,3
E05009390,E09000020,Kensington and Chelsea,Campden,"O'Brien, Michael",LAB,Labour Party,210,,3
E05009390,E09000020,Kensington and Chelsea,Campden,"Zhubi, Besart",LAB,Labour Party,191,,3
E05009391,E09000020,Kensington and Chelsea,Chelsea Riverside,"Berrill-Cox, Adrian L.",CON,Conservative Party,1202,Yes,3
E05009391,E09000020,Kensington and Chelsea,Chelsea Riverside,"Condon-Simmonds, Maighread",CON,Conservative Party,1191,Yes,3
E05009391,E09000020,Kensington and Chelsea,Chelsea Riverside,"Hargreaves, Gerard N.",CON,Conservative Party,1098,Yes,3
E05009391,E09000020,Kensington and Chelsea,Chelsea Riverside,"Briggs, Richard",LAB,Labour Party,670,,3
E05009391,E09000020,Kensington and Chelsea,Chelsea Riverside,"Cameron, Robert",LAB,Labour Party,650,,3
E05009391,E09000020,Kensington and Chelsea,Chelsea Riverside,"Faulkner, Molly Ms.",LAB,Labour Party,630,,3
E05009391,E09000020,Kensington and Chelsea,Chelsea Riverside,"Harris, Mary Ms.",LD,Liberal Democrats,210,,3
E05009391,E09000020,Kensington and Chelsea,Chelsea Riverside,"Marsden, Alistair",IND,Independent,188,,3
E05009391,E09000020,Kensington and Chelsea,Chelsea Riverside,"Drake, John",LD,Liberal Democrats,179,,3
E05009392,E09000020,Kensington and Chelsea,Colville,"Press, Monica A. Ms.",LAB,Labour Party,834,Yes,3
E05009392,E09000020,Kensington and Chelsea,Colville,"Littler, Harrison",LAB,Labour Party,830,Yes,3
E05009392,E09000020,Kensington and Chelsea,Colville,"Lomas, Andrew P.",LAB,Labour Party,724,Yes,3
E05009392,E09000020,Kensington and Chelsea,Colville,"Caruana, Carol Ms.*",LD,Liberal Democrats,520,,3
E05009392,E09000020,Kensington and Chelsea,Colville,"Bourgoin-Heskia, Tiffany Ms.",CON,Conservative Party,506,,3
E05009392,E09000020,Kensington and Chelsea,Colville,"North, Lloyd L.",CON,Conservative Party,504,,3
E05009392,E09000020,Kensington and Chelsea,Colville,"Woodger, Maxwell",CON,Conservative Party,492,,3
E05009392,E09000020,Kensington and Chelsea,Colville,"O'Neill, Dez*",IND,Independent,455,,3
E05009392,E09000020,Kensington and Chelsea,Colville,"Jones, Tim*",LD,Liberal Democrats,358,,3
E05009392,E09000020,Kensington and Chelsea,Colville,"Wall, Derek",GRE,Green Party,310,,3
E05009392,E09000020,Kensington and Chelsea,Colville,"Kosta, Peter",LD,Liberal Democrats,211,,3
E05009393,E09000020,Kensington and Chelsea,Courtfield,"Coates, Anthony",CON,Conservative Party,1188,Yes,3
E05009393,E09000020,Kensington and Chelsea,Courtfield,"Rutherford, Elizabeth R. C. Ms.*",CON,Conservative Party,1108,Yes,3
E05009393,E09000020,Kensington and Chelsea,Courtfield,"Marshall, Quentin N. J.",CON,Conservative Party,1097,Yes,3
E05009393,E09000020,Kensington and Chelsea,Courtfield,"Arnold, Lesley-Anne Ms.",LAB,Labour Party,270,,3
E05009393,E09000020,Kensington and Chelsea,Courtfield,"Peacock, Norma Ms.",LD,Liberal Democrats,240,,3
E05009393,E09000020,Kensington and Chelsea,Courtfield,"Morris, Norma F. Ms.",LAB,Labour Party,240,,3
E05009393,E09000020,Kensington and Chelsea,Courtfield,"Gurney, Christabel B. Ms.",LAB,Labour Party,230,,3
E05009393,E09000020,Kensington and Chelsea,Courtfield,"Somers, William A.",LD,Liberal Democrats,206,,3
E05009394,E09000020,Kensington and Chelsea,Dalgarno,"Healy, Pat Ms.",LAB,Labour Party,977,Yes,2
E05009394,E09000020,Kensington and Chelsea,Dalgarno,"Thompson, Robert G.",LAB,Labour Party,814,Yes,2
E05009394,E09000020,Kensington and Chelsea,Dalgarno,"Addenbrooke, Sarah Ms.",CON,Conservative Party,320,,2
E05009394,E09000020,Kensington and Chelsea,Dalgarno,"Donovan, Ned D.",CON,Conservative Party,266,,2
E05009394,E09000020,Kensington and Chelsea,Dalgarno,"Jones, Mike",UKIP,UK Independence Party (UKIP),253,,2
E05009394,E09000020,Kensington and Chelsea,Dalgarno,"Mayers, Josephine F. Ms.",LD,Liberal Democrats,105,,2
E05009394,E09000020,Kensington and Chelsea,Dalgarno,"Tatton-Brown, Joe",LD,Liberal Democrats,91,,2
E05009395,E09000020,Kensington and Chelsea,Earl's Court,"Aouane, Fenella",CON,Conservative Party,942,Yes,3
E05009395,E09000020,Kensington and Chelsea,Earl's Court,"Spalding, Malcolm D.",CON,Conservative Party,941,Yes,3
E05009395,E09000020,Kensington and Chelsea,Earl's Court,"Wade, Linda Ms.",LD,Liberal Democrats,853,Yes,3
E05009395,E09000020,Kensington and Chelsea,Earl's Court,"Read, Jonathon P.",CON,Conservative Party,831,,3
E05009395,E09000020,Kensington and Chelsea,Earl's Court,"Bendon, Clive",LD,Liberal Democrats,426,,3
E05009395,E09000020,Kensington and Chelsea,Earl's Court,"Mcguirk, Sheila Ms.",LD,Liberal Democrats,418,,3
E05009395,E09000020,Kensington and Chelsea,Earl's Court,"Bishop, Joel A. M.",LAB,Labour Party,390,,3
E05009395,E09000020,Kensington and Chelsea,Earl's Court,"Butler, Lucilla I. Ms.",GRE,Green Party,327,,3
E05009395,E09000020,Kensington and Chelsea,Earl's Court,"Kear, David",LAB,Labour Party,311,,3
E05009395,E09000020,Kensington and Chelsea,Earl's Court,"Khan, Junaed",LAB,Labour Party,303,,3
E05009396,E09000020,Kensington and Chelsea,Golborne,"Dent Coad, Emma Ms.*",LAB,Labour Party,1229,Yes,3
E05009396,E09000020,Kensington and Chelsea,Golborne,"Mason, Pat Ms.*",LAB,Labour Party,1223,Yes,3
E05009396,E09000020,Kensington and Chelsea,Golborne,"Powell, Bevan",LAB,Labour Party,1099,Yes,3
E05009396,E09000020,Kensington and Chelsea,Golborne,"Parker, Benjamin C.",GRE,Green Party,260,,3
E05009396,E09000020,Kensington and Chelsea,Golborne,"Edge, Jeremy O. C.",CON,Conservative Party,256,,3
E05009396,E09000020,Kensington and Chelsea,Golborne,"Panzone, Melanie A. Ms.",CON,Conservative Party,243,,3
E05009396,E09000020,Kensington and Chelsea,Golborne,"Chauhan, Max",CON,Conservative Party,237,,3
E05009396,E09000020,Kensington and Chelsea,Golborne,"Montgomerie-Anderson, Thee",IND,Independent,117,,3
E05009396,E09000020,Kensington and Chelsea,Golborne,"Owen, Frances Ms.",LD,Liberal Democrats,115,,3
E05009396,E09000020,Kensington and Chelsea,Golborne,"Somers, Rosemary Ms.",LD,Liberal Democrats,67,,3
E05009397,E09000020,Kensington and Chelsea,Holland,"Collinson, Deborah A. Ms.*",CON,Conservative Party,1045,Yes,3
E05009397,E09000020,Kensington and Chelsea,Holland,"Lightfoot, Warwick M.*",CON,Conservative Party,964,Yes,3
E05009397,E09000020,Kensington and Chelsea,Holland,"Feilding-Mellen, Rock*",CON,Conservative Party,956,Yes,3
E05009397,E09000020,Kensington and Chelsea,Holland,"Hooberman, Ben",LAB,Labour Party,343,,3
E05009397,E09000020,Kensington and Chelsea,Holland,"Quinn, Paul J.",LAB,Labour Party,313,,3
E05009397,E09000020,Kensington and Chelsea,Holland,"Shapro, Stuart H.",LAB,Labour Party,305,,3
E05009397,E09000020,Kensington and Chelsea,Holland,"Campion-Awwad, Oliver B.",LD,Liberal Democrats,227,,3
E05009397,E09000020,Kensington and Chelsea,Holland,"Keeling, Bill",LD,Liberal Democrats,225,,3
E05009398,E09000020,Kensington and Chelsea,Norland,"Mills, Julie A. Ms.*",CON,Conservative Party,992,Yes,2
E05009398,E09000020,Kensington and Chelsea,Norland,"Lindsay, David C.*",CON,Conservative Party,978,Yes,2
E05009398,E09000020,Kensington and Chelsea,Norland,"Bowerman, Roger",LAB,Labour Party,326,,2
E05009398,E09000020,Kensington and Chelsea,Norland,"O'Day, Deirdre K. Ms.",LAB,Labour Party,310,,2
E05009398,E09000020,Kensington and Chelsea,Norland,"Turmel, Francois",LD,Liberal Democrats,151,,2
E05009398,E09000020,Kensington and Chelsea,Norland,"Pease, Dora Ms.",LD,Liberal Democrats,136,,2
E05009399,E09000020,Kensington and Chelsea,Notting Dale,"Blakeman, Judith M. Ms.",LAB,Labour Party,1446,Yes,3
E05009399,E09000020,Kensington and Chelsea,Notting Dale,"Atkinson, Robert",LAB,Labour Party,1377,Yes,3
E05009399,E09000020,Kensington and Chelsea,Notting Dale,"Lasharie, Beini",LAB,Labour Party,1309,Yes,3
E05009399,E09000020,Kensington and Chelsea,Notting Dale,"Bell, Nicholas E.",CON,Conservative Party,507,,3
E05009399,E09000020,Kensington and Chelsea,Notting Dale,"Ducker, Sarah J. Ms.",CON,Conservative Party,453,,3
E05009399,E09000020,Kensington and Chelsea,Notting Dale,"Kumar, Sasi",CON,Conservative Party,431,,3
E05009400,E09000020,Kensington and Chelsea,Pembridge,"Campbell, Barbara*",CON,Conservative Party,786,Yes,2
E05009400,E09000020,Kensington and Chelsea,Pembridge,"Campion, David G.*",CON,Conservative Party,731,Yes,2
E05009400,E09000020,Kensington and Chelsea,Pembridge,"Robson, Christine Ms.",LAB,Labour Party,276,,2
E05009400,E09000020,Kensington and Chelsea,Pembridge,"Tod, Caroline Ms.",LAB,Labour Party,239,,2
E05009400,E09000020,Kensington and Chelsea,Pembridge,"Coxon, Ann Y. Ms.",LD,Liberal Democrats,180,,2
E05009400,E09000020,Kensington and Chelsea,Pembridge,"Sharman, Thomas",LD,Liberal Democrats,126,,2
E05009401,E09000020,Kensington and Chelsea,Queen's Gate,"Mackover, Sam*",CON,Conservative Party,1123,Yes,3
